,source_id,TIC,N_sectors,ra,ra_error,dec,dec_error,l,b,ecl_lon,ecl_lat,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,hmag,jmag,kmag,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,A_K,numax_COR,numax_err_COR,dnu_COR,dnu_err_COR,numax_BHM,numax_err_BHM,dnu_BHM,dnu_err_BHM,numax_A2Z,numax_err_A2Z,dnu_A2Z,dnu_err_A2Z,mean_numax,mean_numax_err,mean_dnu,mean_dnu_err,N_pipelines_mean,seismic_param_gold,logg_HERMES,e_logg_HERMES,Teff_SKYMAPPER,e_Teff_SKYMAPPER,feh_SKYMAPPER,e_feh_SKYMAPPER,ecc_MB2018,ecc_err_MB2018,rperi_MB2018,rperi_err_MB2018,rap_MB2018,rap_err_MB2018,zmax_MB2018,zmax_err_MB2018,APOGEE_ID_APOGEE,FE_H_APOGEE,FE_H_ERR_APOGEE,MG_FE_APOGEE,MG_FE_ERR_APOGEE,LOGG_APOGEE,LOGG_ERR_APOGEE,TEFF_APOGEE,TEFF_ERR_APOGEE,age_PARAM_BHM,age_68L_PARAM_BHM,age_68U_PARAM_BHM,mass_PARAM_BHM,mass_68L_PARAM_BHM,mass_68U_PARAM_BHM,rad_PARAM_BHM,rad_68L_PARAM_BHM,rad_68U_PARAM_BHM,CHI2_gof_PARAM_BHM,mbol_PARAM_BHM_NO_L,mbol_68L_PARAM_BHM_NO_L,mbol_68U_PARAM_BHM_NO_L,age_APO_PARAM_BHM,age_68L_APO_PARAM_BHM,age_68U_APO_PARAM_BHM,mass_APO_PARAM_BHM,mass_68L_APO_PARAM_BHM,mass_68U_APO_PARAM_BHM,rad_APO_PARAM_BHM,rad_68L_APO_PARAM_BHM,rad_68U_APO_PARAM_BHM,CHI2_gof_APO_PARAM_BHM,luminosity_BHM,luminosity_68U_BHM,luminosity_68L_BHM,luminosity_COR,luminosity_68U_COR,luminosity_68L_COR,luminosity_A2Z,luminosity_68U_A2Z,luminosity_68L_A2Z,luminosity_HERMES,luminosity_68L_HERMES,luminosity_68U_HERMES,luminosity_GAIA,luminosity_68L_GAIA,luminosity_68U_GAIA,luminosity_APO_GAIA,luminosity_68L_APO_GAIA,luminosity_68U_APO_GAIA,evstate_MV,evstate_agreement_MV,lum_flag_BHM,lum_flag_COR,lum_flag_A2Z,numax_dnu_consistent,numax_predicted,numax_predicted_err
3863,4678673253250004864,198079520,6,64.36762023914683,0.02249242476367228,-59.12847962365031,0.024140536635182196,269.92513583734967,-42.501575583693565,20.507346425423535,-76.29107010925196,1.605584295925545,0.023179780883818255,30.22774290524982,0.048049656273773445,15.124653490523569,0.05411432170236735,52.99023628172261,0.30828913710713896,-0.05777149274945259,0.07469983398914337,-0.2960332930088043,0.1311744600534439,0.24289780855178833,0.1521129608154297,-0.3258010447025299,0.07302819937467575,-0.14781297743320465,-0.2062520980834961,7.349999904632568,7.915999889373779,7.2179999351501465,9.522125244140625,10.120798110961914,8.826349258422852,0.00633403665517135,26.05,0.7,3.458,0.007,26.19,1.435,3.46745,0.0779851,24.76,2.75,3.22,0.09,25.66666603088379,3.179893970489502,3.3818166255950928,0.11929239332675934,3,1,-9999.0,-9999.0,4616,171,0.2280000001192093,0.17100000381469727,0.31763167129909303,0.0036283857029632827,4.472636694952266,0.0298995408096685,8.631875933275253,0.01502407618731283,0.6616125143823304,0.022557113569402154,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.709245,7.570784,11.262153,1.027586,0.964511,1.109772,11.553904,11.243275,11.898113,0.53907,0.419184,0.300687,0.608899,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,50.47233078677773,63.672849222530814,40.68281348919381,52.16280414854042,63.41299350093153,43.22893037325293,63.08756708172541,85.79778376869423,46.64649753950404,-9999.0,-9999.0,-9999.0,55.75606637870813,50.377919732909945,61.413321664829496,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,21.729687661698044,2.326843889366053
3321,4678741109436855808,393491125,8,67.51681304275105,0.019458385102277057,-59.545773643596085,0.020024917554245788,269.80259235355555,-40.84490930378917,24.119748622077786,-77.73892894816396,1.2618027957338802,0.0202694802115174,-4.642621362128542,0.038571300493015145,-6.654390592386776,0.045243610677859106,-4.120835144915995,0.4116957395426279,0.015074481256306171,0.2888680696487427,-0.23803091049194336,0.012360075488686562,0.23141469061374664,0.0372975654900074,-0.26408451795578003,0.0422387570142746,-0.03380894660949707,-0.20025528967380524,7.921999931335449,8.41100025177002,7.755000114440918,9.946778297424316,10.497602462768555,9.289867401123047,0.006071307854071708,34.37,0.83,4.132,0.009,33.58,1.56,4.08674,0.0459849,32.16,3.76,3.62,7.02,33.369998931884766,4.15452766418457,3.94624662399292,7.020156383514404,3,1,-9999.0,-9999.0,4738,147,-0.11500000208616257,0.16599999368190765,0.25999096368129504,0.0024833875574333253,7.511043842491466,0.014113729496365579,12.791000688816302,0.05112122437112632,0.7378087307143856,0.016436544426357613,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6.599854,5.417406,8.413512,1.07898,0.991117,1.166442,10.508411,10.231638,10.780438,0.69712,0.462457,0.383878,0.561488,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,49.29580820333999,59.22939865258261,41.45986816680405,50.16312475904698,57.94159948760285,42.47022887103741,69.99939285698872,14414.91662921721,1.3788366026786398,-9999.0,-9999.0,-9999.0,59.05509526983532,53.97167084345393,63.99906525972813,-9999.0,-9999.0,-9999.0,-1,0,1,1,0,1,22.87961489421727,1.892433711004319
3318,4678762726008537600,293165150,9,66.50570936728829,0.019633499600320407,-59.601560150460344,0.022172875818533135,270.0703615008186,-41.318795605262586,22.285811537320917,-77.4078661722648,1.5579924389488862,0.020776996611394243,15.979302892790647,0.0409705738488556,25.192718381942313,0.04494057188622089,3.339813924932722,0.45010617266295705,0.1501961499452591,0.05165110528469086,-0.21932440996170044,-0.05407620221376419,0.1722545176744461,0.012257286347448826,-0.47957029938697815,0.20592957735061646,-0.2691328823566437,0.018862249329686165,7.548999786376953,8.119000434875488,7.408999919891357,9.712383270263672,10.293774604797363,9.025487899780273,0.005279085476558653,35.42,0.84,4.165,0.006,35.52,1.2,4.14714,0.0669777,34.48,1.76,4.1,1.95,35.13999938964844,2.2898035049438477,4.137380123138428,1.951159119606018,3,1,2.491456261712424,0.1103774722513225,4645,194,-0.17499999701976776,0.17800000309944153,0.2226360010247175,0.0031026700987851624,7.092920834738152,0.021100708118521716,11.1549481183907,0.047188131167235525,0.8031741322108061,0.0153074444511061,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5.753859,4.83184,7.08161,1.143636,1.066575,1.21772,10.561222,10.299032,10.790826,1.12659,0.415882,0.31935,0.586402,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,49.38637486689727,60.38093833943795,38.47539854758799,48.10685718640177,59.23208698769626,38.40555474190152,46.108419315207044,527.4973038083648,9.658834263008501,48.80400957976882,42.751410888668346,55.05738483273977,51.68152319688785,47.271534930385805,56.555277956959216,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,24.39650973557682,2.986488874334416
3324,4678767295853755776,293165031,8,66.28881836778193,0.018069378738837103,-59.74958318641841,0.020794916621732457,270.30234437781553,-41.37858121033043,21.4460027115531,-77.42878096782094,1.9750313631404344,0.020888086044586356,18.941278394683952,0.03723538684105646,15.206437652669633,0.04427519569811304,12.74968048826476,0.19974200629814817,0.08813201636075974,0.13741861283779144,-0.19414448738098145,-0.045770857483148575,0.2193925976753235,0.03708368167281151,-0.3262864649295807,0.11298494040966034,-0.39701226353645325,-0.02077643573284149,7.72599983215332,8.269000053405762,7.576000213623047,9.940667152404785,10.565156936645508,9.228562355041504,0.0053551132381579524,65.45,1.29,6.438,0.008,65.45,1.685,6.39214,0.0513678,64.46,2.96,6.46,0.09,65.12000274658203,3.642104387283325,6.430046558380127,0.10393580049276352,3,1,2.8868295399347272,0.11024855985668248,4554,113,0.5059999823570251,0.15800000727176666,0.09127504581208452,0.0013619489000377752,7.3617503440401535,0.014865618460043972,8.840776745292168,0.010472110610201923,0.5596045181609587,0.006684315132493401,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,7.461,6.114363,9.036581,1.159091,1.097681,1.225829,7.834192,7.676117,7.996683,2.49163,1.363766,1.231385,1.449963,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.002843559475032,29.65394987097373,23.236357381621627,25.80537256781536,29.059927487823558,22.708103699223628,24.850735520335526,28.845588807885452,20.854060040253874,25.230180521976763,23.1456666097675,27.034695646653624,25.712272867651812,24.23077494318587,27.327161940372314,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,45.901853435690214,3.3431129353891578
548,4678856425014982784,220392081,8,68.28235133227096,0.019407731703273017,-59.12454007505319,0.021663644474367492,269.1277320626361,-40.583729157927685,26.819454810604675,-77.71473416913655,1.4141116689579183,0.02130368436685535,9.084873902138039,0.0390055108907653,-1.7862028339026805,0.0434933265287935,-11.529825440070077,0.32218610681470117,0.07396870106458664,-0.018486911430954933,-0.24410530924797058,-0.0007998587097972631,0.2564476430416107,0.04558025673031807,-0.4137362539768219,0.19081775844097137,-0.3495386838912964,-0.0191897451877594,7.5,8.057000160217285,7.348999977111816,9.638117790222168,10.215826034545898,8.958765983581543,0.005625938131767785,21.87,0.62,3.077,0.006,20.22,1.025,3.06581,0.0848973,21.74,1.59,3.03,0.02,21.27666664123535,1.9907598495483398,3.057603359222412,0.08742740750312805,3,1,2.251190428666297,0.11002362322543263,4656,148,0.01899999938905239,0.16599999368190765,0.12394428642835831,0.0011945768834494969,7.880151525774184,0.006401773959483936,10.109361780548468,0.028684082022905955,1.0238440097869246,0.013592977623547275,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14.886854,11.227362,18.06087,0.880366,0.838386,0.947242,12.024058,11.732416,12.384214,1.07829,0.248401,0.14635,0.330342,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,53.96556702665484,69.39716244793928,42.80844329116394,60.62460161626609,71.68393962798663,51.84887383640006,63.05891084434994,78.3317896465289,51.0502200786243,64.91827132499171,58.130557069144395,71.33136598243269,63.66064644272166,58.60706009900408,68.76983815026182,-9999.0,-9999.0,-9999.0,2,2,1,1,1,1,19.04974830941331,1.9565962791593066
3088,4678992485282931456,396697579,7,65.48132403429365,0.01810126652698693,-58.996676029755754,0.018675727644224645,269.5108190079524,-42.0004425501386,22.609490841044874,-76.611561033311,1.4270346857757141,0.019566913537424246,6.975293970556082,0.033362446810558666,10.03571203943677,0.04369723590891592,-20.96596180552443,0.6258151263009051,0.0184320118278265,0.3634624779224396,-0.0116303451359272,-0.09011231362819672,0.07035224884748459,-0.03519261255860329,-0.19014714658260345,0.12600480020046234,-0.10940610617399216,-0.0272963959723711,7.473999977111816,7.9730000495910645,7.314000129699707,9.44719409942627,9.97118091583252,8.807250022888184,0.004730608170481427,35.53,0.82,3.992,0.014,33.38,2.125,3.96055,0.0798954,35.39,1.65,3.8,1.94,34.766666412353516,2.812565565109253,3.9175167083740234,1.941694974899292,3,1,-9999.0,-9999.0,4822,124,-0.4129999876022339,0.1599999964237213,0.1927935315948115,0.0026335363841048925,8.134844472752462,0.000985469427014607,12.020479246779647,0.0658931798772624,1.018994949161445,0.01847710787768092,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3.259394,2.505797,4.421919,1.317275,1.174232,1.436363,11.564883,11.073255,11.805696,0.41597,0.413367,0.145654,0.574073,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,61.94586890973445,75.45923364602257,49.36962908560535,67.83008936782373,78.26030287411238,60.416796003097886,83.28776966286374,1688.7868141895485,16.977397199068452,-9999.0,-9999.0,-9999.0,72.29023408547722,67.29476969856454,77.64730103940603,-9999.0,-9999.0,-9999.0,2,2,1,1,1,1,19.44402325979285,1.517778238094241
3322,4679014922192277760,396722134,7,65.68720144246444,0.022470592617284648,-58.91991879433777,0.024907436522434385,269.3689830608104,-41.92273339630206,23.16807116400917,-76.63300410870932,1.2141437038805356,0.02529782350306793,20.24344775840013,0.040068791566383044,10.029083274627393,0.053810873869412065,36.333003063908876,0.3827519341714553,0.05468863248825073,0.43047040700912476,-0.13215580582618713,-0.0558038130402565,0.2279738187789917,0.012188415974378586,-0.2850714325904846,0.010785563848912716,-0.12117402255535126,-0.13330519199371338,8.600000381469727,9.142000198364258,8.432000160217285,10.692538261413574,11.250067710876465,10.017749786376953,0.004758417308880178,46.11,1.05,5.216,0.008,46.13,1.305,5.23075,0.0794933,45.66,2.28,5.23,0.14,45.96666717529297,2.8291208744049072,5.225583553314209,0.16119299829006195,3,1,-9999.0,-9999.0,4682,134,-0.37700000405311584,0.16200000047683716,0.21606942919698374,0.0034351024814016223,5.494413465065371,0.03249755055545567,8.523255967969472,0.015722754636088965,0.9075111153205409,0.027905643743940667,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,11.206056,8.724079,14.219817,0.927041,0.862985,0.997794,8.296028,8.062632,8.543098,0.66993,1.041904,0.91078,1.125361,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,33.373745866889024,39.05776790588772,28.258717394714377,33.27921923869457,38.66839777276088,29.072084874375086,32.73381960481083,40.958474693040706,26.492804784578926,-9999.0,-9999.0,-9999.0,33.45161483542286,30.507882972267097,36.178209909384876,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,38.46240800515752,4.427666989786431
3060,4679385560690749440,38424231,7,60.573940757112936,0.026127706789295158,-62.53591689459342,0.027172935411739246,275.1708862254343,-42.90303938247552,3.9384709112709086,-76.87242061854438,1.1219805434356616,0.029008441633059944,10.8430662881536,0.05196023844321446,20.36954783925888,0.05364104880824052,76.6724185195897,1.124057257184873,0.029554150998592377,-0.14042909443378448,-0.4166807532310486,0.019259300082921982,0.4243321120738983,0.10084287822246552,-0.48047757148742676,0.32458823919296265,-0.41471779346466064,0.05880894884467125,8.456999778747559,9.03600025177002,8.366999626159668,10.525520324707031,11.070470809936523,9.863838195800781,0.01577603314885516,60.2,1.17,5.814,0.009,61.22,1.45,5.75109,0.05293,59.79,2.62,5.87,0.03,60.4033317565918,3.2149338722229004,5.811696529388428,0.06150272116065025,3,1,-9999.0,-9999.0,4860,136,-0.1509999930858612,0.16300000250339508,0.27388195579032304,0.0049586620508737245,5.350087292482998,0.034031771899836194,9.375801417184418,0.08027435493294544,1.168778948162603,0.022020271194641672,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.885692,1.446109,2.384067,1.596745,1.486615,1.765358,9.396453,9.144463,9.772951,0.88522,0.368849,0.260904,0.59483,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,48.79468394014566,56.867133746885294,42.24477645495076,44.83516364922808,51.965786709475935,38.838132967542116,41.48922365859501,49.97545447906766,35.18055888220029,-9999.0,-9999.0,-9999.0,45.18032422122354,41.183903082079205,49.528121889661016,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,32.42990930475099,4.49178525266327
4774,4679519190009161984,319258630,4,59.940291394758646,0.01908479770505451,-61.30986608269395,0.020595388169441856,273.83268911912546,-43.705426430142495,7.644749860482708,-75.9584356908169,1.0965655332489703,0.021528050975835624,5.647190641815186,0.03644133882500674,0.9304816870659938,0.041307334462433225,-25.22210090495456,0.2710475162848832,0.1791197508573532,0.39595961570739746,-0.05510614439845085,-0.27826428413391113,0.29512763023376465,-0.1491239219903946,-0.38323479890823364,0.03956345468759537,-0.3842264711856842,0.09435219317674637,8.4399995803833,9.07699966430664,8.331000328063965,10.695914268493652,11.313288688659668,9.977767944335938,0.009418018812693557,33.94,0.84,4.087,0.017,32.71,1.165,3.97765,0.10526,33.51,2.62,3.46,0.45,33.38666534423828,2.9878461360931396,3.84155011177063,0.46245935559272766,3,1,-9999.0,-9999.0,4599,125,0.09000000357627869,0.16200000047683716,0.1784337195881875,0.0014840388607351707,8.033540739924842,0.0017275331489514656,11.522858956252149,0.03592173304927382,1.353887198749308,0.018647978357338668,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,10.105673,8.062688,13.314937,1.008954,0.921993,1.086548,10.410779,9.97689,10.710314,0.76831,0.525622,0.458154,0.598739,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,45.99216834514441,54.45027123634788,38.519407403347074,44.308583644764255,51.85328284250899,38.033676475417195,82.31063290286494,146.4966299232136,46.951362496744345,-9999.0,-9999.0,-9999.0,42.56404395108276,39.23274122262996,45.75576291941377,-9999.0,-9999.0,-9999.0,2,2,1,1,0,1,27.986171143401496,2.4612267564152077
3101,4679919996357263360,38467003,5,61.37027833430892,0.02214290468672554,-60.831242454864864,0.02156566320103419,272.8353001096657,-43.27652337483314,10.944543151426306,-76.24004656769681,1.4068761767356712,0.02293728909679239,21.1653612012513,0.04171083866731929,17.69065582987184,0.04368674908615244,40.00808027624232,0.28987555509827745,-0.05823621153831482,0.14826561510562897,-0.24679157137870789,-0.14887307584285736,0.12454938143491745,-0.05939935892820358,-0.3810475468635559,0.3173961341381073,-0.25236180424690247,-0.08945409953594208,8.609999656677246,9.177000045776367,8.48900032043457,10.65499210357666,11.190540313720703,9.99843978881836,0.005710049868859215,72.9,1.57,7.667,0.024,72.11,2.13,7.69234,0.0928567,72.2,4.33,7.63,0.01,72.40333557128906,5.074514865875244,7.663113117218018,0.0964280366897583,3,1,-9999.0,-9999.0,4787,123,-0.3959999978542328,0.16599999368190765,0.2398955964679225,0.0036639695371849523,5.536241347626245,0.026983568388168955,9.034263418533353,0.02810703557185157,0.5754905946362269,0.014632707835407377,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.653821,7.794025,11.97866,0.937005,0.876644,1.000956,6.505768,6.342515,6.672077,0.5015,1.532791,1.43808,1.596027,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,19.27762137187323,22.565968106919364,17.027041273340963,20.063088292531155,22.964306786764293,17.49180200331279,20.276713929150283,24.517799143465854,17.268917091070453,-9999.0,-9999.0,-9999.0,24.58452485902032,22.526776914395906,26.475368513915086,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,54.30538954156852,5.037930944570952
3099,4679922809558804352,38459745,6,61.03390445180388,0.025565621775450794,-60.845972305408715,0.0236817247284098,272.94506790715974,-43.420434074264,10.485351867589216,-76.11737433176637,1.7135743026594155,0.023724407575668675,14.750865995361877,0.05047042296241686,17.744756673920794,0.05360607859041997,43.17990569239048,0.44189407041819356,0.027901971712708473,0.07573305070400238,-0.3574322760105133,-0.20066553354263306,0.0992492213845253,-0.16496044397354126,-0.33079612255096436,0.12333168834447861,0.1278635710477829,-0.06738290190696716,7.728000164031982,8.27299976348877,7.610000133514404,9.79998779296875,10.35426139831543,9.135176658630371,0.0069146189907578655,51.01,1.06,5.274,0.008,50.04,1.44,5.19509,0.0569713,54.19,4.02,5.29,0.5,51.746665954589844,4.3997273445129395,5.253029823303223,0.503298819065094,3,1,-9999.0,-9999.0,4758,150,-0.20900000631809235,0.17599999904632568,0.15412903243889825,0.002616945175780108,6.405940583788545,0.02359820465639384,8.743400370318435,0.021450218671949628,0.43285673842847056,0.005208564236311303,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5.949871,4.603001,7.595295,1.150446,1.07025,1.238113,8.950934,8.71044,9.201254,0.35104,0.693845,0.268537,0.929902,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,44.70526543356066,51.995894221164704,37.0375647497551,42.60261847397,49.82624987843116,35.399578420520136,45.13220084959559,69.38151856466929,30.027356086208595,-9999.0,-9999.0,-9999.0,36.66406162620015,33.770634666434965,40.089056129177514,-9999.0,-9999.0,-9999.0,-1,0,1,1,0,1,36.40572179623757,3.04370330672608
506,4680115395892451968,237939145,4,59.65281362607053,0.027772331448799238,-60.66807457420617,0.025552704357676103,273.1120780380944,-44.10765786524357,9.42441964188024,-75.47001929290992,1.4808784787735862,0.028768380805025844,16.791351839573764,0.051197800081790916,-5.082296929079536,0.05031237443146444,52.70964201580087,0.5185135485792151,0.17368657886981964,0.3085794150829315,-0.06277307122945786,-3.646648838184774e-05,0.35584667325019836,0.053372155874967575,-0.16548798978328705,0.024273110553622246,-0.14985105395317078,0.007316202856600285,7.896999835968018,8.371999740600586,7.7210001945495605,9.960270881652832,10.544561386108398,9.276710510253906,0.005886574292367051,32.73,0.89,4.384,0.014,32.58,1.29,4.23998,0.124856,34.3,3.4,3.46,0.42,33.20333480834961,3.743821620941162,4.027993202209473,0.4383891224861145,3,1,-9999.0,-9999.0,4677,190,0.06199999898672104,0.18000000715255737,0.25863973852348565,0.0034715211247236255,4.823913676268779,0.03512611034980573,8.190027252279808,0.0013962388401136394,0.4895097294444473,0.014315993384519082,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,13.757433,9.711634,17.489709,0.904917,0.849505,0.997483,9.815125,9.545901,10.208965,0.88081,0.546684,0.450815,0.631178,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,39.14614963194329,48.664961064246256,30.182722863744893,33.71688757783375,41.40439707315729,27.335253589382084,94.98477513969436,162.28934524268465,58.13545813750481,-9999.0,-9999.0,-9999.0,42.91687447561686,38.93212096234805,47.75808068183857,-9999.0,-9999.0,-9999.0,-1,0,1,1,0,1,30.656522413761294,3.377092015641999
4784,4680299740183779584,198006717,3,59.97172348008597,0.017505461755252073,-59.8183876520314,0.01903509013576399,271.9434825894703,-44.32096316815395,12.438911334707266,-75.07030329998696,1.084562574541658,0.019116627424716728,5.608536717813212,0.03188238473880459,7.920197291030513,0.03667018206292317,90.38958379164728,0.2614084226258565,0.23424793779850006,0.2987750768661499,-0.17114032804965973,-0.18946969509124756,0.3139607608318329,-0.07072623074054718,-0.38158535957336426,0.08730588108301163,-0.2867982089519501,0.05598335340619087,8.788000106811523,9.338000297546387,8.680999755859375,10.850175857543945,11.383652687072754,10.191828727722168,0.0069524556085201914,44.71,1.03,5.055,0.014,43.45,1.54,4.96477,0.0872317,42.34,4.82,4.83,0.24,43.5,5.163806915283203,4.949923515319824,0.25574472546577454,3,1,-9999.0,-9999.0,4788,134,-0.7699999809265137,0.16300000250339508,0.19723832885399434,0.0009641961577710051,5.530913998548012,0.011280159020034652,8.25110389558696,0.006841380773250805,1.3570492975801154,0.0080037892332252,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,11.270095,8.711865,14.529016,0.87371,0.808374,0.945324,8.36248,8.115052,8.62212,1.16631,0.773476,0.603011,0.928238,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,41.08871279833478,48.059327329537226,33.94650162627686,40.33391742920246,46.55452043365105,34.78879414818669,41.26062332365086,60.63113811627466,29.97108383774347,-9999.0,-9999.0,-9999.0,34.95429211989298,32.30607009623497,38.298578806776824,-9999.0,-9999.0,-9999.0,-1,0,1,1,0,1,39.53057480538682,2.820934966665135
484,4681727864054227456,364246690,4,62.438537595299515,0.021045477775698575,-58.81504164032117,0.022487632641148732,269.9866616057367,-43.5431572180382,18.64992445937861,-75.35289300056965,1.3864087540979086,0.022428956665090385,36.0345829603635,0.04577367900534174,-7.550341579357027,0.05142496703208118,17.922033896486877,0.21357141394798504,-0.03975698724389076,0.11975249648094177,0.14627033472061157,-0.12576258182525635,0.2805038392543793,-0.07791972905397415,-0.24237850308418274,-0.020108569413423538,-0.13231630623340607,-0.15494036674499512,7.921999931335449,8.416000366210938,7.7820000648498535,9.87354850769043,10.391425132751465,9.23924446105957,0.0058217827552097205,27.93,0.81,3.881,0.024,27.7,1.22,3.8146,0.149542,27.96,1.3,3.17,3.43,27.863332748413086,1.9581879377365112,3.6218667030334473,3.433342218399048,3,1,-9999.0,-9999.0,4881,144,-0.46399998664855957,0.16899999976158142,0.29075166783781525,0.003919019546382713,4.522755532149763,0.0367658855196642,8.231328987624323,0.0037013098532616695,2.555822979076831,0.06331371681238962,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,13.129984,9.748491,16.92241,0.861962,0.811947,0.929907,10.174703,9.878531,10.531336,0.25348,0.31092,0.183029,0.481095,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,53.24173130429239,65.3647909579628,41.958726961259195,50.21073339903498,58.42001015670003,43.24522416088622,177.63663967830198,12231.016494811729,6.2044849004899705,-9999.0,-9999.0,-9999.0,51.03752962371402,46.642003990123186,54.911667012701905,-9999.0,-9999.0,-9999.0,-1,0,1,1,0,1,28.258111163072908,3.006930822961859
492,4681887331896017920,198033432,4,60.93790279684597,0.03232096907756973,-58.583085888695955,0.027114117840781257,270.0835772979517,-44.35354241953647,17.239566193080663,-74.62608653018609,1.7083094739709606,0.032131040298551315,-2.349390321709329,0.056208883066804036,6.81166970790855,0.05881023829779647,9.146098774157853,0.24150359594693954,0.006604982540011406,0.4370322823524475,-0.2014143466949463,-0.1249442771077156,0.15508781373500824,-0.04080496355891228,-0.24028821289539337,0.13204455375671387,-0.12984320521354675,-0.11456860601902008,8.065999984741211,8.654000282287598,7.941999912261963,10.234676361083984,10.824321746826172,9.540742874145508,0.00884093319341687,62.79,1.27,6.293,0.014,62.84,0.545,6.34658,0.0772826,62.84,2.6,6.3,0.5,62.823333740234375,2.9444737434387207,6.313193321228027,0.5061309933662415,3,1,-9999.0,-9999.0,4659,151,-0.11100000143051147,0.16899999976158142,0.14995090168787076,0.0014077740617793183,8.122492904672692,0.001486845650171098,10.989195333034425,0.03304648479424532,0.5382108132121766,0.01204445815646732,--,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,8.134838,6.740461,9.853691,1.069032,1.017255,1.1232,7.640331,7.469322,7.815928,0.66512,1.179046,1.053057,1.320589,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,27.42482264744742,33.58941033402465,23.16342587160255,29.395066487199543,34.34662207339549,24.641543781293795,29.4944576320298,45.086138887133465,21.306697138392025,-9999.0,-9999.0,-9999.0,26.237126767472226,23.829834311420644,28.555834498909565,-9999.0,-9999.0,-9999.0,-1,0,1,1,1,1,48.08494909054377,5.478887141092876
